Sõna,Sõnaliik,Muuttüüp
alistamatu,A,1
alistama,V,27
alistuja,S,1
alistumatu,A,1
alistumatus,"S,S","11,9"
alistuma,V,27
alistumine,S,12
alistumus,"S,S","11,9"
alistunult,D,-
alistus,S,11
alistuv,A,2
alistuvus,S,11
Al-Jazāir,H,22
alk,S,22
alkaloid,S,22
alkaloidne,A,2
alkašš,S,22
alkeemia,S,1
alkeemik,S,2
alkeemiline,A,12
alkeen,S,22
alkohol,S,19
alkoholiaktsiis,S,22
alkoholijoove,S,6
alkoholikeeld,S,22
alkoholine,"A,A","10,12"
alkoholipoliitika,S,1
alkoholi pruukima,V,28
alkoholisisaldus,S,11
alkoholism,S,22
alkoholitarbimine,S,12
alkoholitootja,S,1
alkoholiuim,S,22
alkoholomeetria,S,1
alkohoolik,S,2
alkohoolne,A,2
alkojoove,S,6
alkomeeter,S,2
alkoov,S,22
alko,S,16
alkosõltlane,S,12
alkosõltuvus,S,9
alkotest,S,22
alkotester,S,2
Al-Kuwayt,H,22
alküüd,S,22
alküün,S,22
alla ajama,V,27
allaandja,S,1
allaandlik,A,25
alla andma,V,34
allaandmine,"S,S","12,10"
alla,D,-
Alla,H,16
Allah,H,2
allaheitlik,A,25
allaheitlikkus,S,11
alla heitma,V,34
allaheitmine,"S,S","12,10"
allahindlus,"S,S","11,9"
allahinnatud,A,-
allahinnatud,A,2
allajõge,D,-
alla jätma,V,35
allajääja,S,1
alla jääma,V,37
allajäämine,"S,S","12,10"
alla,K,-
alla kirjutama,V,27
allakirjutamine,S,12
allakirjutanud,A,-
allakirjutanud,A,2
allakirjutanu,S,1
allakirjutatud,A,-
allakirjutatud,A,2
alla kiskuma,V,28
alla kriipsutama,V,27
alla kruvima,V,27
alla kukkuma,V,28
alla kusema,V,32
allakusija,S,1
allakäik,S,22
alla käima,V,38
allakäinud,A,2
alla laskma,V,34
allalaskmine,S,12
alla lendama,V,29
allamäge,D,-
Allan,H,2
alla neelama,V,29
alla painutama,V,27
allapanu,S,17
allapidi,D,-
allapoole,"D,K",-
Allar,H,2
alla sadama,V,28
alla suruma,V,27
allasurumine,S,12
allasutus,S,11
alla tegema,V,28
allategija,S,1
allatiiv,S,22
allatiivne,A,2
alla tingima,V,28
alla tirima,V,27
allatulek,S,2
alla tulema,V,36
allatuule,D,-
allatuult,D,-
alla tõmbama,V,29
alla vanduma,V,28
allavett,D,-
allavoolu,D,-
alla võtma,V,35
all,D,-
alleel,S,22
allee,S,26
allegooria,S,1
allegooriline,A,12
allegoriseerima,V,28
allegro,S,16
allergeen,S,22
allergeenne,A,2
allergia,S,1
allergiatest,S,22
allergik,S,2
allergiline,A,12
allergiseerima,V,28
allergoloog,S,22
alles,D,-
alles hoidma,V,34
alleshoidmine,"S,S","12,10"
alles jätma,V,35
allesjääja,S,1
alles jääma,V,37
allesjäänud,A,2
allesjäänu,S,1
alles olema,V,36
alles püsima,V,27
alles seisma,V,32
allhanketöö,S,26
allianss,S,22
alligaator,S,2
Allik,H,2
allikane,A,12
allikas,S,2
allikavesi,S,15
allikmaterjal,S,19
allikpublikatsioon,S,22
allikteos,S,9
allilm,S,22
allilmlane,S,12
alliteratsioon,S,22
allitereeruma,V,27
alljaotus,"S,S","11,9"
alljärgnev,A,2
alljärgnevalt,D,-
all,K,-
allkiri,S,24
allkirjastama,V,27
allkirjastamine,S,12
allkirjata,A,-
allkorrus,S,9
all-linn,S,22
allmaa,G,-
allmaailm,S,22
allmaaraudtee,S,26
allofoon,S,22
allohvitser,S,19
allomorf,S,22
allomorfne,A,2
allopaatia,S,1
allopaatiline,A,12
allorganisatsioon,S,22
allosa,S,17
allotroopia,S,1
allotroopne,A,2
allpool,"D,K",-
allpoolne,A,2
allpool olev,A,2
allrent,S,22
allrentima,V,28
alltuule,D,-
alluja,S,1
allumatu,A,1
allumatus,"S,S","11,9"
alluma,V,27
allumine,S,12
allusioon,S,22
allutama,V,27
allutamine,S,12
allutus,S,11
alluuvium,"S,S","19,2"
alluv,S,2
alluviaalne,A,2
alluvus,S,11
allvee,G,-
allveelaev,S,22
allveeorienteerumine,S,12
allveetõrje,S,6
allüksus,"S,S","11,9"
allüür,S,22
allüürnik,S,25
Alma-Ata,H,26
Alma,H,16
almanahh,S,22
Al-Manāmah,H,22
Almatõ,H,26
almus,S,9
almusepaluja,S,1
almust paluma,V,27
Alofi,H,16
Alo,H,16
aloogiline,A,12
alpaka,S,16
alp,A,22
Alpid,H,22
alpi,G,-
alpiinne,A,2
alpikann,S,22
alpilinnake,S,12
alpima,V,28
alpinism,S,22
alpinist,S,22
alpus,"S,S","11,9"
alraun,S,22
Alsace,H,22
alžeeria,G,-
Alžeeria,H,1
alžeerlane,"S,S","12,10"
alžeerlanna,S,16
Alžiir,H,22
alžiirlane,"S,S","12,10"
alžiirlanna,S,16
altai,G,-
Altai,H,26
altailane,"S,S","12,10"
alt,S,22
Altamira,H,16
altar,S,2
alt,D,-
alteratsioon,S,22
alternatiiv,S,22
alternatiivik,S,2
alternatiivkandidaat,S,22
alternatiivne,A,2
alternatsioon,S,22
althõlma,D,-
alt,K,-
altkulmu,D,-
altkulmu vahtima,V,28
altkäe,D,-
altkäemaks,S,22
altmaailm,S,22
alt minema,V,36
altpoolt,"D,K",-
altruism,S,22
altruist,S,22
altruistlik,A,25
altruistlikult,D,-
alttuule,D,-
alt tõmbama,V,29
altuks,S,14
alt vedama,V,28
altvedamine,S,12
altviiul,S,2
altõnn,S,22
alukas,S,2
Aluksne,H,1
alul,D,-
alulkirjeldatud,A,2
alumiinium,"S,S","19,2"
alumiiniumsulfaat,S,22
alumiiniumtraat,S,22
alumiiniumuks,S,14
alumiiniumvärv,S,22
alumine,A,12
alune,A,10
alus,S,9
alusel,D,-
aluseline,A,12
aluselisus,"S,S","11,9"
alusepanija,S,1
alusetu,A,1
alusetult,D,-
alusetus,"S,S","11,9"
aluskivi,S,17
aluskott,S,22
aluskuub,S,22
aluskört,S,22
alusmüür,S,22
aluspesu,S,17
aluspõhi,S,24
aluspüks,S,23
alusrõivas,S,7
alusseelik,S,2
alussärk,S,22
alustaja,S,1
alustala,S,17
alustama,V,27
alustamine,S,12
alustass,S,22
alustav,A,2
alust panema,V,36
alustugi,S,21
alusturvas,S,7
alustus,S,11
alusvärv,S,22
Alutaguse,H,1
alvar,S,2
alveolaar,S,22
alveolaarne,A,2
alveool,S,22
Alviine,H,16
alõtša,S,16
Amadeus,H,9
amalgaam,S,22
amalgaamima,V,28
Amalie,H,26
amarüll,S,22
Amazonas,H,9
amatsoon,S,22
amatörism,S,22
amatöör,S,22
amatöörlus,"S,S","11,9"
ambaal,S,22
amb,S,22
ambitsioon,S,22
ambitsioonikas,A,2
ambitsioonikus,S,11
ambitsioosne,A,2
ambivalentne,A,2
Ambla,H,1
ambra,S,1
ambrasuur,S,22
ambroosia,S,1
ambulants,S,22
ambulatoorium,"S,S","19,2"
ambulatoorne,A,2
ambuma,V,28
ambur,S,2
ameerika,G,-
Ameerika,H,1
ameerikalik,A,25
ameerikastama,V,27
ameerikastuma,V,27
ameeriklane,S,12
ameeriklanna,S,16
amelema,"V,V","31,27"
amelus,S,11
ameriitsium,S,19
amerikaniseerima,V,28
amerikaniseeruma,V,27
amerikanism,S,22
amet,S,2
ametiaeg,S,22
ametialane,A,10
ametiasi,S,24
ametiasutus,S,11
ametiauto,S,16
ametigrupp,S,22
ametihoone,S,6
ametiisik,S,2
ametijuhend,S,2
ametikaaslane,"S,S","12,10"
ametikaaslus,"S,S","11,9"
ametikandja,S,1
ametikoht,S,22
ametikohustus,S,11
ametikool,S,22
ametikorter,S,2
ametikuub,S,22
ametikõrgendus,S,11
ametikõrgendust andma,V,34
ametilendur,S,2
ametimees,S,13
ametinimetus,S,11
ametioskus,"S,S","11,9"
ametipalk,S,22
ametipost,S,22
ametiredel,S,2
ametiredelil tõusma,V,32
ametiruum,S,22
ametirüü,S,26
ametiseisund,S,2
ametiskäija,S,1
ametis käima,V,38
ametisolek,S,2
ametis olema,V,36
ametisõit,S,22
ametit pidama,V,28
ametivanne,S,6
ametivend,S,22
ametivendlus,"S,S","11,9"
ametivennalik,A,25
ametivõim,S,22
ametiühing,S,2
ametiühingukomitee,S,26
ametiühinguliikumine,S,12
ametiühinguorganisatsioon,S,22
ametkond,S,22
ametkondlik,A,25
ametlik,A,25
ametlikult,D,-
ametlikustama,V,27
ametmees,S,13
ametnik,S,25
ametnikkond,S,22
ametüst,S,22
amfetamiin,S,22
amfiboolne,A,2
amfibrahh,S,22
amfiib,S,22
amfiibauto,S,16
amfiibne,A,2
amfiteater,S,2
amfolüütne,A,2
amfora,S,1
amidopüriin,S,22
aminohape,S,6
aminoplast,S,22
amm,S,22
Amman,H,22
Amme,H,16
ammendamatu,A,1
ammendamatus,"S,S","11,9"
ammendama,V,27
ammendavalt,D,-
ammendav,A,2
ammendavus,S,11
ammenduma,V,27
ammofoss,S,22
ammoniaagine,A,10
ammoniaak,S,22
ammonifikatsioon,S,22
ammoniit,S,22
ammoonium,"S,S","19,2"
ammuaega,D,-
ammuaegne,A,2
ammu-ammu,D,-
ammu,D,-
ammugi,D,-
ammuilma,D,-
ammukaar,S,13
ammukadunud,A,2
ammukil,D,-
ammukile,D,-
ammuks,D,-
ammukütt,S,22
ammulahkunud,A,2
ammuli,D,-
ammulisui,D,-
ammuläinud,A,2
ammuma,V,28
ammumees,S,13
ammumöödunud,A,2
ammune,A,10
ammust,D,-
ammustilma,D,-
ammusurnud,A,2
ammutama,V,27
ammuti,S,1
ammutus,S,11
ammuu,I,-
amneesia,S,1
amnesteerima,V,28
amnestia,S,1
amokijooks,S,22
amokki,X,-
Amon,H,2
amoraalne,A,2
amoraalselt,D,-
amoraalsus,"S,S","11,9"
amoralism,S,22
amorett,S,22
amorfism,S,22
amorfne,A,2
amort,S,22
amortisaator,S,2
amortisatsioon,S,22
amortiseerima,V,28
amortiseeruma,V,27
amortiseerumine,S,12
ampel,S,2
amper,S,2
ampersand,S,22
ampiir,S,22
amplituud,S,22
ampluaa,S,26
amprine,"A,A","12,10"
ampsama,V,29
amps,S,22
ampsti,D,-
ampull,S,22
ampullima,V,28
amputeerima,V,28
Amsterdam,H,19
amsterdami,G,-
Amudarja,H,26
amulett,S,22
Amundsen,H,19
Amuur,H,22
amuuri,G,-
amööb,S,22
amööbjas,A,2
amööbne,A,2
amügdala,S,16
amüloid,S,22
amüloidoos,S,22
amüsantne,A,2
amüseerima,V,28
anaalne,A,2
anaalseks,S,22
anaalühe,S,6
anabaptism,S,22
anabioos,S,22
anabolism,S,22
anaboolne,A,2
Anadõr,H,22
anaeroob,S,22
anaeroobne,A,2
anafoor,S,22
Anafura,H,16
anafülaktiline,A,12
anagramm,S,22
anakoluutiline,A,12
anakonda,S,16
anakreontiline,A,12
anakronism,S,22
analeptikum,S,19
analfabeet,S,22
analfabeetne,A,2
analgeesia,S,1
analgeetikum,S,19
analgiin,S,22
analoog,S,22
analoogia,S,1
analoogiline,A,12
analoogiliselt,D,-
analoogne,A,2
analoogselt,D,-
analüsaator,S,2
analüüs,S,22
analüüsima,V,28
analüüsi tegema,V,28
analüüsiv,A,2
analüütik,S,2
analüütika,S,1
analüütiline,A,12
anamnees,S,22
ananass,S,22
ananüüm,S,22
Anapa,H,1
anapest,S,22
anapestiline,A,12
anarhia,S,1
anarhiline,A,12
anarhism,S,22
anarhist,S,22
anastaja,S,1
anastama,V,27
Anastasia,H,1
Anastassia,H,1
anastatud,A,2
anastus,S,11
anastuslik,A,25
anateem,S,22
Anatoli,H,16
anatoom,S,22
anatoomia,S,1
anatoomikum,S,19
anatoomiline,A,12
andaluusia,G,-
Andaluusia,H,1
Andaman,H,19
andam,S,2
and,S,22
andante,S,16
andekalt,D,-
andekam,C,2
andekas,A,2
andeksand,S,22
andeks andma,V,34
andeksandmatu,A,1
andeksandmine,"S,S","12,10"
andeks,X,-
andekus,S,11
anderikas,A,7
anderikkalt,D,-
andestamatu,A,1
andestamatus,"S,S","11,9"
andestama,V,27
andestatav,A,2
andestus,S,11
andestust,I,-
andetu,A,1
andetult,D,-
andetus,S,11
andevaene,A,10
andevaeselt,D,-
andevaesus,"S,S","11,9"
andev,A,2
Andhra Pradesh,H,2
Andid,H,22
andide,G,-
Andi,H,16
andilane,S,12
andja,S,1
andma,V,34
andmebaas,S,22
andmestik,S,25
andmevalmendus,S,11
andmik,S,25
andmine,S,12
Ando,H,16
andorra,G,-
Andorra,H,1
Andorra la Vella,H,16
Andra,H,16
Andreas,H,11
Andre,H,1
Andrei,H,26
Andrejeva,H,1
Andres,H,9
Andris,H,9
androgüün,S,22
android,S,22
Andrus,H,9
anduma,V,27
andumus,S,11
andumusega,D,-
andumusega tegema,V,28
andunud,A,2
andunult,D,-
andunu,S,1
andur,S,2
aneemia,S,1
aneemiline,A,12
anekdoot,S,22
anekdootlik,A,25
anemohoorne,A,2
anemoon,S,22
anesteesia,S,1
anesteetikum,S,19
anestesioloog,S,22
anestesioloogia,S,1
anestesioloogiline,A,12
aneurüsm,S,22
angaar,S,22
Angara,H,26
Angarsk,H,2
angažeerima,V,28
Angela,H,1
Angeles,H,11
Angelina,H,16
angellist,S,22
angerjas,S,2
angeruss,S,22
angervaks,S,22
angiin,S,22
angiograaf,S,22
anglees,S,22
anglikaan,S,22
anglikaani,G,-
anglist,S,22
anglistika,S,1
anglitsism,S,22
anglofiil,S,22
anglofiilia,S,1
anglofiilne,A,2
anglomaan,S,22
anglomaania,S,1
anglosaks,S,22
angola,G,-
Angola,H,16
angoora,G,-
angroo,D,-
Anguilla,H,16
anhüdriit,S,22
aniis,S,22
Anija,H,1
aniliin,S,22
animaalne,A,2
animaator,S,2
animafestival,S,19
animafilm,S,22
animalism,S,22
animasari,S,24
animatsioon,S,22
animeerima,V,28
anime,S,1
animism,S,22
anioonne,A,2
anisotroopne,A,2
Anita,H,16
Ankara,H,1
ankeet,S,22
ankeetima,V,28
ankeetküsitlus,S,11
anketeerima,V,28
ankrumees,S,13
ankrupaika leidma,V,34
ankrupaik,S,22
ankrusse heitma,V,34
ankrusse jääma,V,37
ankrustama,V,27
ankruvinn,S,22
ankur,S,2
ankurdama,V,27
ankurduma,V,27
ankurdus,S,11
annaal,S,22
Anna,H,16
annak,S,2
Ann,H,22
anna,S,16
anne,S,6
anne,S,5
Anne,H,16
anneksionist,S,22
anneksioon,S,22
annekteerima,V,28
Anneli,H,16
annetaja,S,1
annetama,V,27
annetus,S,11
Annie,H,16
Anni,H,16
annihilatsioon,S,22
annihileerima,V,28
annihileeruma,V,27
annikas,A,2
Annikoru,H,16
annirikas,A,7
annivakk,S,22
annotatsioon,S,22
annoteerima,V,28
annuaalne,A,2
annuiteet,S,22
annulleerima,V,28
annulleeritud,A,2
annus,S,9
annustama,V,27
anodeerima,V,28
anomaalia,S,1
anomaalne,A,2
anonümiseerima,V,28
anonüüm,S,22
anonüümima,V,28
anonüümistama,V,27
anonüümne,A,2
anonüümselt,D,-
anonüümsus,"S,S","11,9"
anood,S,22
anorak,S,22
anoreksia,S,1
anorektik,S,2
anorgaaniline,A,12
anormaalne,A,2
anormaalselt,D,-
anormaalsus,"S,S","11,9"
ansambel,S,2
Anseküla,H,17
Ansip,H,2
anskop,S,22
anšoovis,S,9
Anžela,H,1
antagonism,S,22
antagonist,S,22
Antananarivo,H,16
Antanarivo,H,16
Antarktika,H,1
antarktiline,A,12
Antarktis,H,9
antarktise,G,-
antatsiid,S,22
antav,A,2
antenn,S,22
Anthony,H,1
antibakteriaalne,A,2
antibiootikum,S,19
Antidea,H,26
antidemokraatlik,A,25
antidepressant,S,22
antidoot,S,22
antifašism,S,22
antifašist,S,22
antifašistlik,A,25
antifeodaalne,A,2
antifriis,S,22
antigeen,S,22
Antigone,H,1
Antigua,H,1
Anti,H,16
antihistamiin,S,22
antihügieeniline,A,12
antiikaeg,S,22
antiik,S,22
antiikne,A,2
antiikva,S,16
antiimperialistlik,A,25
antiinfektsioosne,A,2
antikeha,S,17
antiklerikaalne,A,2
antiklerikalism,S,22
antiklinaalne,A,2
antikolonialism,S,22
antikommunism,S,22
antikommunist,S,22
antikommunistlik,A,25
antikristus,"S,S","11,9"
antikvaar,S,22
antikvaarne,A,2
antikvariaat,S,22
antikviteet,S,22
Antillid,H,22
antiloop,S,22
antimarksism,S,22
antimarksist,S,22
antimarksistlik,A,25
antimilitarism,S,22
antimilitarist,S,22
antimilitaristlik,A,25
antimon,S,19
antimoraalne,A,2
antinoomia,S,1
antioksüdantne,A,2
antipaatia,S,1
antipaatne,A,2
antipaatselt,D,-
antiperspirant,S,22
antipood,S,22
antipoodne,A,2
antipüriin,S,22
antireligioosne,A,2
antisanitaarne,A,2
antisemiit,S,22
antisemitism,S,22
antiseptika,S,1
antiseptikum,S,19
antiseptiline,A,12
antiseptima,V,28
antisotsiaalne,A,2
antistaatik,S,2
antitees,S,22
antitsüklon,S,2
antokloor,S,22
antoloogia,S,1
antoloogiline,A,12
Anton,H,2
Antonio,H,1
Antonius,"H,H","11,9"
antonüüm,S,22
antonüümia,S,1
antonüümne,A,2
antonüümsus,"S,S","11,9"
antoonovka,S,1
antraks,S,2
antrakt,S,22
antratsiit,S,22
antree,S,26
antrekoot,S,22
antreprenöör,S,22
antropofaag,S,22
antropofaagia,S,1
antropogeen,S,22
antropogeenia,S,1
antropogeenne,A,2
antropohoor,S,22
antropoid,S,22
antropoidne,A,2
antropoloog,S,22
antropoloogia,S,1
antropoloogiline,A,12
antropomeetria,S,1
antropomorfism,S,22
antropomorfne,A,2
antroponüüm,S,22
antroponüümika,S,1
antroposoofia,S,1
antropotseen,S,22
antropotsentrism,S,22
antsakas,S,2
Ants,H,22
Antsla,H,1
antslalane,S,12
Antti,H,16
Anttila,H,1
antud,A,2
antvärk,S,22
antvärklik,A,25
Antwerpen,H,2
Anu,H,16
anum,S,2
anuma,V,27
anuvalt,D,-
aokuma,S,17
Aomen,H,22
aopuna,S,17
aort,S,22
aovalge,A,1
aovalgus,"S,S","11,9"
aovalgust andma,V,34
apaatia,S,1
apaatne,A,2
apaatselt,D,-
apaatsus,"S,S","11,9"
aparaat,S,22
aparatšik,S,2
aparatuur,S,22
aparatuurne,A,2
apartement,S,22
apartheid,S,22
apartment,S,22
apartne,A,2
apašš,S,22
apatiit,S,22
apatš,S,22
Ape,H,16
apeks,S,2
apellant,S,22
apell,S,22
apellatiiv,S,22
apellatiivne,A,2
apellatsioon,S,22
apellatsioonikaebus,"S,S","11,9"
apellatsioonikohus,S,5
apellatsioonkaebus,"S,S","11,9"
apelleerija,S,1
apelleerima,V,28
apelliplats,S,22
apelsin,S,19
apelsinikarva,A,-
apelsinikollane,A,10
apelsiniseeme,S,5
apelsinivärvi,A,-
apendiks,S,2
apenditsiit,S,22
Apenniinid,H,22
apenniini,G,-
aperioodiline,A,12
aperitiiv,S,22
apertuur,S,22
apetiit,S,22
apetiitlik,A,25
apetiitne,A,2
Apia,H,16
apikaal,S,22
apikaalne,A,2
aplaager,S,2
aplaagris,D,-
aplalt,D,-
aplama,V,29
aplam,C,2
aplasti,D,-
aplaus,S,22
aplausitorm,S,22
aplett,S,22
aplikaat,S,22
aplikaattelg,S,22
aplikatsioon,S,22
aplikatuur,S,22
aplitseerima,V,28
aplodeerima,V,28
aplodisment,S,22
aplomb,S,22
aplus,"S,S","11,9"
apogee,S,26
apokalüpsis,S,9
apokalüptiline,A,12
apokoop,S,22
apokoopiline,A,12
apokriiva,S,16
apokromaat,S,22
apokrüüf,S,22
apokrüüfiline,A,12
apoliitiline,A,12
Apollo,H,16
apollonlik,A,25
apollo,S,16
apologeet,S,22
apologeetika,S,1
apologeetiline,A,12
apologiseerima,V,28
apoloog,S,22
apoloogia,S,1
apoloogiline,A,12
apooria,S,1
apopleksia,S,1
apoplektiline,A,12
apositsioon,S,22
apostaasia,S,1
apostaat,S,22
apostel,S,2
aposterioorne,A,2
apostill,S,22
apostillima,V,28
apostlik,A,25
apostroof,S,22
apoteem,S,22
apoteoos,S,22
appi,I,-
appikarje,S,6
appike,I,-
appikene,I,-
appikutse,S,6
appi minema,V,36
appi tulema,V,36
appi võtma,V,35
aprett,S,22
apretuur,S,22
aprikoos,S,22
aprikoosipuu,S,26
aprill,S,22
aprillikuu,S,26
aprillinali,S,24
aprillitama,V,27
aprioorne,A,2
aprobatsioon,S,22
aprobeerima,V,28
aproksimatiivne,A,2
aproksimatsioon,S,22
apropriatsioon,S,22
aproprieerima,V,28
apsakas,S,2
aps,S,22
apsat,S,2
apsiid,S,22
apsu tegema,V,28
apteek,S,22
apteeker,S,2
aptsih,I,-
araabia,G,-
Araabia,H,1
Araabiamaa,H,26
araabika,S,1
araablane,"S,S","12,10"
araablanna,S,16
Araal,H,22
araalia,S,1
arabesk,S,22
arabeskne,A,2
arabiseerima,V,28
arabiseeruma,V,27
arabism,S,22
arabistika,S,1
Arafura,H,16
Aragon,H,22
arahhis,S,9
araks lööma,V,38
araks tegema,V,28
aralt,D,-
aramealane,"S,S","12,10"
arapoolne,A,2
arapp,S,22
arastama,V,27
arastuma,V,27
araukaan,S,22
araukaaria,S,1
aravereline,A,12
araveresus,S,11
Aravete,H,16
aravõitu,D,-
arbalett,S,22
arbiiter,S,2
arbiter,S,19
arbitraarne,A,2
arbitraarselt,D,-
arbitraaž,S,22
arbitreerima,V,28
arborist,S,22
arboristika,S,1
arbuja,S,1
arbuma,V,27
arbuus,S,22
ardenn,S,22
Ardennid,H,22
ardenni,G,-
Ardu,H,16
areaal,S,22
Area,H,16
are,A,2
aredalt,D,-
aredus,S,11
areen,S,22
Are,H,16
areldi,D,-
arem,C,2
aremini,D,-
arendaja,S,1
arendama,V,27
arendamine,S,12
arendatavus,"S,S","11,9"
arendav,A,2
arendus,S,11
arendusdirektor,S,2
arendustegevus,S,11
arenematu,A,1
arenematus,"S,S","11,9"
arenema,V,27
arenemine,S,12
arenemisjärk,S,22
arenenud,A,2
arenenum,C,2
arenev,A,2
arenevus,S,11
areng,S,2
arenguamet,S,2
arengujõud,S,22
arengukava,S,17
arengumaa,S,26
arengupartei,S,26
arenguplaan,S,22
arengupotentsiaal,S,22
arenguprogramm,S,22
arenguruum,S,22
arengusuund,S,22
arengutase,S,4
arengutee,S,26
arenguvestlema,V,30
arenguvõimalus,S,11
arenguvõimalustega,A,-
arestant,S,22
arest,S,22
arestikamber,S,2
arestima,V,28
arestimaja,S,17
arestimine,S,12
aretaja,S,1
aretama,V,27
aretis,S,11
aretus,S,11
arg,A,22
argentiina,G,-
Argentiina,H,16
argentiinlane,"S,S","12,10"
argentiinlanna,S,16
argentiit,S,22
argentina,G,-
Argentina,H,16
argielu,S,17
argine,A,10
argipäevane,A,10
argipäev,S,22
argipäevaselt,D,-
argipäevastama,V,27
argipäevasus,S,11
argipäeviti,D,-
argiselt,D,-
argisem,C,2
argisus,S,11
arglema,V,30
arglevalt,D,-
arglev,A,2
arglik,A,25
arglikkus,S,11
arglikuks tegema,V,28
arglikult,D,-
argne,A,2
argonaut,S,22
argoon,S,22
argoo,S,26
argpüks,S,22
argpüksus,"S,S","11,9"
argselt,D,-
argsi,D,-
argument,S,22
argumentatsioon,S,22
argumenteerima,V,28
argumenteerimata,A,-
argumenteerimatu,A,1
argumenteerimatult,D,-
argumenteerimatus,S,11
argumenteeritud,A,2
argumenteeritult,D,-
argumenteeritus,S,11
argus,"S,S","11,9"
arhaikum,S,2
arhailine,"A,A","12,10"
arhaiseerima,V,28
arhaism,S,22
Arhangelsk,H,2
arhegoon,S,22
arheoloog,S,22
arheoloogiaalane,A,10
arheoloogiafilm,S,22
arheoloogiamälestis,S,11
arheoloogia,S,1
arheoloogiline,A,12
arheopterüks,S,22
arhetüüp,S,22
arhetüüpne,A,2
arhiiv,S,22
arhiiviamet,S,2
arhiiviametnik,S,25
arhiividokument,S,22
arhiivima,V,28
arhiivimaterjal,S,19
arhiivindus,S,11
arhiiviseadus,"S,S","11,9"
arhiivitöötaja,S,1
arhimandriit,S,22
arhipelaag,S,22
arhitekt,S,22
arhitektoonika,S,1
arhitektooniline,A,12
arhitektuur,S,22
arhitektuurikonkurss,S,22
arhitektuuriline,A,12
arhitektuurimuuseum,"S,S","19,2"
arhitektuurne,A,2
arhitektuurselt,D,-
arhivaal,S,22
arhivaar,S,22
arhiveerima,V,28
arhivist,S,22
arhont,S,22
Arhus,H,19
ariett,S,22
ariooso,S,16
aristokraaditsema,V,27
aristokraat,S,22
aristokraatia,S,1
aristokraatlik,A,25
aristokraatne,A,2
aristokraatselt,D,-
aristokraatsus,"S,S","11,9"
Aristoteles,H,11
aristotellik,A,25
Arizona,H,16
aritmeetik,S,2
aritmeetika,S,1
aritmeetiline,A,12
Arjakas,H,9
arjergard,S,22
arkaad,S,22
arkaan,S,22
Arkadi,H,16
Arkansas,H,9
arkebuus,S,22
arktika,G,-
Arktika,H,1
arktiline,A,12
arkusfunktsioon,S,22
arlekiin,S,22
armaada,S,16
Armand,H,22
Armani,H,16
armanjakk,S,22
arm,S,22
arm,S,22
armas,"A,A","3,5"
armastaja,S,1
armastama hakkama,V,29
armastama,V,27
armastatud,A,2
armastatu,S,1
armastavalt,D,-
armastav,A,2
armastus,S,11
armastuskiri,S,24
armastuslugu,S,18
armastusluule,S,6
armastustunne,S,6
armastusväärne,A,2
armastusväärselt,D,-
armastusväärsus,"S,S","11,9"
armastusväärt,D,-
armatsema,V,27
armatsemine,S,12
armatuur,S,22
Armavir,H,22
armeejuhataja,S,1
armeelane,"S,S","12,10"
armeenia,G,-
Armeenia,H,1
armeenlane,"S,S","12,10"
armeenlanna,S,16
armeerima,V,28
armee,S,26
armees olema,V,36
armetu,A,1
armetuke,A,12
armetult,D,-
armetum,C,2
armetus,S,11
armistama,V,27
armistuma,V,27
armistus,S,11
armsake,A,12
armsakene,A,12
armsaks pidama,V,28
armsalt,D,-
armsam,S,2
armsasti,D,-
armsus,"S,S","11,9"
armuaeg,S,22
armuafäär,S,22
armualune,A,10
armuand,S,22
armu andma,V,34
armuandmine,S,12
armuasi,S,24
armuavaldus,S,11
armudraama,S,16
armuelamus,S,11
armuelamuslik,A,25
armuelu,S,17
armuhaige,S,1
armuheitlik,A,25
armuheitmatu,A,1
armuheitmatult,D,-
armuheitmine,"S,S","12,10"
armuihaline,A,12
armujaht,S,22
armukade,A,2
armukadedus,S,11
armukade olema,V,36
armukadetsema,V,27
armuke,S,12
armulaualeib,S,22
armuleib,S,22
armulik,A,25
armulikkus,"S,S","11,9"
armulikult,D,-
armulikult nõustuma,V,27
armuline,A,12
armuline olema,V,36
armulugu,S,18
armuma,V,27
armumine,S,12
armumäng,S,22
armunud,A,2
armunult,D,-
armunu,S,1
armuosaline,A,12
armupalake,S,12
armupiin,S,22
armupiinas,A,-
armuseiklus,"S,S","11,9"
armustus,S,11
armusuhe,S,6
armutegu,S,18
armutu,A,1
armutult,D,-
armutung,S,22
armutus,S,11
armuvalu,S,17
armuvalus,A,2
armuõpetus,S,11
armuühe,S,6
Arne,H,16
arnika,S,1
Arno,H,16
Arnold,H,2
aromaatne,A,2
aromatiseerima,V,28
aroom,S,22
aroomikas,A,2
aroonia,S,1
arooniavein,S,22
aroruut,S,22
arp,S,22
arpedžo,S,16
arpu lööma,V,38
arrak,S,2
arranžeerima,V,28
arranžeering,S,2
arreteerima,V,28
arreteerimine,S,12
arreteeritud,A,2
arreteeritu,S,1
arrogantne,A,2
arrogantsus,"S,S","11,9"
arseen,S,22
arseenik,S,2
arseenine,A,10
arseenishape,S,6
arsenal,S,19
arssinane,A,12
arssin,S,2
arst,S,22
arste,S,5
arstiabi,S,17
arstiabisüsteem,S,22
arstiharidus,S,11
arstikabinet,S,22
arstima,V,28
arstim,S,2
arstimine,S,12
arstindus,S,11
